Gene	TCGA-3C-AAAU-01A-11R-A41G-13	TCGA-3C-AALI-01A-11R-A41G-13	TCGA-3C-AALJ-01A-31R-A41G-13	TCGA-3C-AALK-01A-11R-A41G-13	TCGA-4H-AAAK-01A-12R-A41G-13	TCGA-5L-AAT0-01A-12R-A41G-13	TCGA-5L-AAT1-01A-12R-A41G-13	TCGA-5T-A9QA-01A-11R-A41G-13	TCGA-A1-A0SB-01A-11R-A143-13	TCGA-A1-A0SD-01A-11R-A114-13	TCGA-A1-A0SF-01A-11R-A143-13	TCGA-A1-A0SG-01A-11R-A143-13	TCGA-A1-A0SI-01A-11R-A143-13	TCGA-A1-A0SN-01A-11R-A143-13	TCGA-A1-A0SQ-01A-21R-A143-13	TCGA-A2-A04N-01A-11R-A114-13	TCGA-A2-A04U-01A-11R-A114-13	TCGA-A2-A04W-01A-31R-A114-13	TCGA-A2-A0CK-01A-11R-A22I-13	TCGA-A2-A0CL-01A-11R-A114-13	TCGA-A2-A0CO-01A-13R-A22I-13	TCGA-A2-A0CR-01A-11R-A22I-13	TCGA-A2-A0CS-01A-11R-A114-13	TCGA-A2-A0CV-01A-31R-A114-13	TCGA-A2-A0CW-01A-21R-A114-13	TCGA-A2-A0D3-01A-11R-A114-13	TCGA-A2-A0EP-01A-52R-A22V-13	TCGA-A2-A0ES-01A-11R-A114-13	TCGA-A2-A0EW-01A-21R-A114-13	TCGA-A2-A0T3-01A-21R-A114-13	TCGA-A2-A1FV-01A-11R-A13P-13	TCGA-A2-A1FW-01A-11R-A13P-13	TCGA-A2-A1FX-01A-11R-A13P-13	TCGA-A2-A1FZ-01A-51R-A14C-13	TCGA-A2-A1G0-01A-11R-A13P-13	TCGA-A2-A1G1-01A-21R-A13P-13	TCGA-A2-A1G4-01A-11R-A13P-13	TCGA-A2-A1G6-01A-11R-A13P-13	TCGA-A2-A259-01A-11R-A16E-13	TCGA-A2-A25A-01A-12R-A16E-13	TCGA-A2-A25B-01A-11R-A168-13	TCGA-A2-A25C-01A-11R-A168-13	TCGA-A2-A25D-01A-12R-A16E-13	TCGA-A2-A25E-01A-11R-A168-13	TCGA-A2-A25F-01A-11R-A168-13	TCGA-A2-A3KC-01A-11R-A214-13	TCGA-A2-A3KD-01A-12R-A214-13	TCGA-A2-A3XS-01A-11R-A22V-13	TCGA-A2-A3XT-01A-11R-A22V-13
hsa-miR-28-3p|MIMAT0004502	2423.677954	2635.233474	1393.215013	3593.846918	2347.114055	4560.943266	2730.21717	4504.929587	6455.281766	2980.32871	4450.710169	3158.117918	3811.56299	1316.059422	3634.257243	4132.078702	9888.9913	4664.313307	2647.976865	4285.620313	2979.09414	2647.11055	4468.741153	4556.051646	3653.050527	3547.931888	2439.689397	7243.144544	4037.251852	3587.037633	5991.239125	1401.443487	4094.100489	7616.979985	2819.093779	4456.326963	4158.60186	7226.44	13162.797081	4446.686292	7359.225914	5997.74403	5774.644524	5818.240509	12676.215001	1697.511434	1940.344748	4039.747528	2856.71795
hsa-miR-29a-5p|MIMAT0004503	11.998409	5.505803	4.82423	4.268977	6.649049	3.143594	4.970702	4.677159	18.816405	4.383195	4.219775	9.037097	7.838477	4.681527	10.49828	0.754166	9.021431	7.370739	6.70487	11.013194	4.757851	2.822982	6.117918	10.799463	6.089545	24.09916	6.16108	11.560775	13.12366	8.473318	6.20733	3.780872	2.56583	12.665703	5.424629	11.857022	42.55161	8.558271	NA	2.502938	2.491908	4.363583	2.355213	6.796017	5.929007	4.429339	3.96953	6.3666	9.691719
hsa-miR-29a-3p|MIMAT0000086	6259.137068	2286.952261	1937.694883	3126.156675	2558.910569	3981.29207	4087.337126	3570.048022	6832.864316	3412.560385	3664.809326	3477.19697	2158.469269	1465.868237	2581.959139	1611.653985	2221.527237	4515.26057	5022.09702	6464.744239	6781.432366	9256.417978	2672.732801	5439.844556	3028.702985	9245.661861	11530.801189	6089.315313	3698.799603	4712.576609	10253.348369	2294.737681	3258.602505	3390.090067	5126.273933	5087.426397	19856.328293	4735.983494	5878.892462	6281.632695	2493.153486	2102.155827	10676.178138	3276.529952	5252.111221	4077.544071	8930.311472	8321.841153	8315.829753
hsa-miR-30a-5p|MIMAT0000087	11025.222524	11151.133913	37987.503279	55881.868844	69343.087002	110654.606754	56623.276776	100331.665605	40221.113676	25516.76645	34042.447086	70939.823359	38696.089832	5822.440756	77229.047134	113743.02678	12659.322224	10990.045948	130661.834786	8113.74664	64938.678787	36043.556356	44686.347562	57365.653556	12126.56815	50268.170094	21265.794614	64383.863863	51958.636994	32457.324142	28237.928581	54184.191012	19720.95971	59300.812996	104394.120393	80115.20434	53673.404359	88096.384052	54770.962427	21856.371535	21822.8802	27160.027841	56022.4297	43099.493695	5439.86308	36824.602653	56167.545979	11663.89212	19229.708793
hsa-miR-30a-3p|MIMAT0000088	2776.787288	2393.292863	4373.820193	10434.172437	17907.022306	21636.393184	10514.572972	13789.915769	21447.357966	10022.174093	13205.461411	26133.19986	17889.881761	1931.54233	30961.895569	49634.342332	6895.004084	4631.281473	25903.447773	2838.129578	14616.524724	8633.668073	19464.293688	19986.282472	2767.867465	16679.678937	5314.566104	36358.94783	27416.704485	13616.33836	12092.658395	22681.203362	6160.234082	29528.355196	43540.352384	42903.286887	30614.248894	27854.315427	85429.249353	15986.839859	10391.877381	15877.985511	32347.161011	21775.289681	2749.082486	6673.674865	10278.439941	2512.316606	4736.243188
hsa-miR-31-5p|MIMAT0000089	0.187476	3.618097	0.438567	4.585199	6.973392	1.776814	6.745952	2.75127	12.544271	5.600749	5.626365	0.695161	8.251028	1.652304	0.617546	1.885416	1.879465	35.488746	1.042979	4.762463	0.407816	1.270342	1.063984	6.611916	0.592039	2.295158	2.249283	11.881905	4.835032	5.931323	0.387958	1.008233	NA	1.727142	1.998548	9.179629	0.545533	11.411027	1.960938	0.88339	6.22977	4.363583	0.672918	0.849502	0.988168	0.671111	2.079279	20.068635	2.005183
hsa-miR-31-3p|MIMAT0004504	NA	1.730396	0.219283	4.427086	3.729954	2.186847	2.603701	2.201016	6.690277	2.435109	2.685312	2.085484	2.062757	1.927688	NA	0.377083	1.127679	15.014467	0.446991	3.274193	0.679693	1.693788	0.265996	4.848738	1.353232	1.530105	3.129438	7.064916	2.072157	3.954216	NA	1.512348	NA	1.151428	0.856521	7.649692	1.091066	7.743197	1.960938	0.147232	1.868931	NA	NA	3.398009	NA	0.805334	1.701228	12.871608	1.336788
hsa-miR-32-5p|MIMAT0000090	30.370967	12.584688	23.901856	13.281264	16.86588	18.998235	24.971859	65.205101	59.376214	18.26331	16.62335	27.806454	13.201645	15.696881	19.761467	4.902082	25.56072	22.38521	34.120341	40.77858	20.390788	48.414146	32.717568	27.329255	22.328332	35.192421	65.620381	14.129834	7.597909	35.587933	57.02986	26.970224	13.470601	10.650703	17.986926	42.073297	76.92022	8.965808	0.980469	14.870384	8.721677	10.908956	27.589633	8.495022	2.964503	26.84449	25.896466	84.426682	58.818712
hsa-miR-32-3p|MIMAT0004505	1.218589	1.887703	0.548208	0.632441	0.486516	0.820068	0.4734	1.100508	2.508853	0.487022	0.255744	0.695161	1.237653	0.275384	2.470183	0.377083	2.631251	0.54598	0.595988	0.892962	0.271877	1.129193	0.265996	1.101986	1.099501	0.765052	0.782359	0.963398	2.072157	1.129776	1.163874	2.268523	NA	2.302855	0.571014	1.529939	2.727667	NA	0.980469	0.294464	NA	NA	NA	0.849502	NA	1.073779	NA	1.384044	2.33938
hsa-miR-33a-5p|MIMAT0000091	29.152377	5.348492	4.824228	4.427088	6.486876	1.776814	3.195451	19.534017	43.486806	4.626706	2.813183	13.903227	6.600823	4.681525	8.645642	0.754166	89.838412	30.30193	28.905442	24.109963	12.370412	5.222517	33.515556	13.885026	9.303472	15.301054	20.830315	8.670579	5.525752	30.221498	15.51833	14.619374	8.980402	5.46928	3.711588	45.898142	16.366004	6.520586	NA	0.441695	3.114884	NA	4.037507	3.398009	0.988168	5.100453	5.292708	39.168443	74.86018
hsa-miR-33a-3p|MIMAT0004506	1.781014	1.573087	0.548209	0.474331	0.973032	0.136678	0.59175	1.375635	5.853993	NA	1.022976	3.475807	0.825103	0.275384	0.617546	NA	6.014287	2.456913	1.489971	1.48827	2.039079	0.846894	2.659964	0.440794	0.84577	1.912631	2.151488	2.890193	NA	1.694664	2.715708	5.545279	1.282914	1.439285	3.711588	25.626463	18.002605	1.22261	NA	0.588926	1.245954	NA	2.018754	0.849502	NA	0.134222	0.756101	1.660852	6.01555
hsa-miR-92a-1-5p|MIMAT0004507	1.781014	1.101161	2.412114	3.004095	3.40561	3.553627	2.367001	3.026397	12.126128	1.217554	3.324671	2.780645	2.475308	3.855374	0.617546	0.754166	3.383036	0.818971	2.383954	7.739002	1.767202	2.258385	0.265996	0.661192	1.606963	1.530105	2.640463	1.926795	4.144313	5.366434	6.983248	6.805571	NA	1.439284	2.855067	8.41466	2.182133	4.89044	0.980469	1.177852	8.0987	10.908956	1.345836	6.796017	8.893509	1.208002	1.512202	5.397772	1.670986
hsa-miR-92a-3p|MIMAT0000092	10539.849522	4665.300808	6573.010137	9305.8974	9939.516368	7852.421709	4889.750424	9735.919342	18844.421772	3172.458736	7300.847473	8417.708538	3843.329451	3315.896948	2035.431076	4651.322391	14866.189635	3535.498163	5791.369162	5344.672753	2958.295539	4006.5177	4774.637122	5340.004607	9842.142916	8130.597555	6537.980313	7278.790259	7320.929406	10341.401252	5439.174546	7041.497345	6220.210329	6422.374077	4854.185988	9002.155306	9109.863897	6741.471381	24961.761706	4252.635151	21164.393632	14548.183767	9132.841053	21820.313296	39414.056093	5328.363163	7138.351587	27582.473792	20593.901902
hsa-miR-92a-2-5p|MIMAT0004508	NA	NA	NA	NA	0.324344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135939	NA	NA	0.220397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-93-5p|MIMAT0000093	6567.158642	6892.947732	11793.372633	6422.756243	5294.912863	7976.115254	4818.148648	7683.471882	5574.255809	2246.630663	3559.95435	4952.329311	2482.322168	4711.542303	3113.666107	961.939476	25169.039054	2644.457627	5576.068317	2850.631042	2683.699592	3491.323421	2026.627309	2004.953647	16070.309889	2777.141292	3251.093692	2298.987891	3042.616665	6060.963824	9196.938078	2383.210103	7607.040764	4873.992107	2627.233235	2703.400482	5939.768732	1934.576511	2197.231156	3140.889964	6596.702211	5874.472825	4832.223077	7131.5709	12681.15584	5499.631021	4500.503469	8179.838241	8133.692258
hsa-miR-93-3p|MIMAT0004509	22.122062	14.157773	10.306305	6.640633	7.946424	6.01383	5.444102	10.454826	53.522221	6.331281	12.659321	19.464516	3.712962	11.566123	16.056192	2.639583	80.441088	6.005788	12.813752	7.739	4.214097	5.645964	9.309873	8.815887	11.925359	11.858315	9.681696	8.67058	6.216471	17.229078	29.484824	17.89613	1.924372	17.847125	8.279697	23.331558	54.553347	8.965807	3.921876	6.330957	66.658527	32.726869	9.42085	56.916647	44.467547	4.295118	9.64029	31.002583	22.057017
hsa-miR-95-3p|MIMAT0000094	4.124454	1.258469	1.534982	1.581103	0.81086	1.640136	1.06515	6.327921	2.090711	2.435108	1.91808	6.951612	0.825102	1.101536	4.322821	0.377083	4.886609	2.456913	4.022921	2.678885	1.495324	2.540684	1.595978	1.983575	3.636811	1.912632	4.889746	1.926795	NA	6.778654	6.983248	2.016465	0.320729	2.014999	5.995643	1.147455	33.277541	0.815073	6.863283	2.355705	NA	NA	1.345836	5.946515	4.940838	2.550227	6.615885	10.518734	12.365297
hsa-miR-96-5p|MIMAT0000095	119.421632	60.249189	96.703838	72.256404	19.784973	91.984262	27.693911	51.173623	47.668229	21.672462	46.54538	43.100002	30.116257	11.290738	125.361805	5.656249	28.567864	63.879744	69.283662	19.942809	34.936217	48.414148	35.643529	20.276545	39.328313	28.30695	10.464055	9.95511	11.051503	92.924047	135.397426	42.849891	7.697487	25.043546	23.697062	77.644355	132.564639	10.595954	NA	45.936234	29.279914	28.363287	16.486488	8.495022	0.988168	26.039157	13.798847	39.583658	41.440456
hsa-miR-96-3p|MIMAT0004510	0.374951	NA	0.548208	0.316221	0.162172	0.273356	0.11835	NA	NA	NA	0.127872	NA	NA	0.550768	NA	NA	NA	0.27299	0.148997	0.297654	NA	0.141149	0.265996	NA	0.084577	NA	NA	NA	NA	0.564888	0.387958	0.756174	NA	0.863571	NA	1.147454	1.6366	NA	NA	0.147232	NA	NA	NA	NA	NA	NA	0.189025	0.138404	NA
hsa-miR-98-5p|MIMAT0000096	52.211814	84.474713	116.548956	40.792454	33.89393	40.730031	61.423673	38.792907	60.630641	49.189184	39.256682	66.735486	20.627574	30.567608	46.315937	7.164583	168.400036	46.13537	35.908304	75.306429	30.858059	39.380603	38.835485	40.773486	107.074503	63.116846	50.266581	38.857039	40.061696	28.526836	19.78587	98.302689	64.466449	53.253518	42.255003	165.615794	97.104961	47.681789	25.492196	100.264666	46.10029	16.363434	64.600114	61.164157	28.656864	49.125419	44.042896	133.283435	37.095892
hsa-miR-99a-5p|MIMAT0000097	129.920237	234.389796	190.885917	1042.579258	1076.497139	654.960748	631.042434	122.431517	4117.029683	1130.133635	1997.998807	652.061328	1412.988766	483.849428	247.635881	791.497827	309.359887	1386.24505	1740.733385	703.951386	1083.974297	1126.511108	735.214314	1923.186272	582.566494	674.011426	1473.866954	2492.30968	2256.578581	950.98864	652.93372	663.165074	495.846406	1088.098878	1342.738309	181.297657	325.137962	4439.704344	1121.6566	855.562349	497.758531	1355.983236	330.402665	687.247274	1663.086207	1356.452167	1536.019622	1377.26215	763.640676
hsa-miR-99a-3p|MIMAT0004511	0.281213	2.045012	0.548208	4.110867	4.540813	3.826982	2.367001	NA	13.380555	4.626706	5.626365	1.390323	7.838476	1.927687	NA	0.754166	NA	7.097748	5.959884	0.297654	4.621913	5.504815	2.92596	4.848739	0.930347	2.677684	4.302977	8.670579	4.144314	2.541996	2.327749	2.268523	1.282914	4.893567	5.424629	2.294908	1.091067	11.818563	NA	3.091863	NA	6.545374	2.018754	4.247511	0.988168	4.160896	5.292708	5.120963	2.673577
hsa-miR-100-5p|MIMAT0000098	2700.766138	1351.910011	1144.328723	4232.770602	3258.520189	3066.779892	2234.922233	2364.991738	3839.383154	6216.830786	7303.9164	2979.461458	4423.376812	1302.014849	1512.987301	3859.824563	2440.296926	2785.593641	5671.575475	3461.416769	4309.389157	3913.359282	3207.119761	7229.249707	3077.419347	3796.574017	5039.273454	11260.833812	9433.838458	3043.333112	2677.299823	1980.925245	3131.273252	3968.970183	3702.166199	15014.04675	1699.882378	12243.623786	10013.530472	4520.30205	2551.713312	3561.774146	2268.742529	2800.808726	6815.392492	5160.048199	5131.658959	4718.621092	2718.026095
hsa-miR-100-3p|MIMAT0004512	NA	NA	NA	NA	0.162172	0.136678	0.2367	NA	NA	0.243511	0.127872	NA	NA	NA	NA	NA	NA	NA	0.148997	NA	NA	0.423447	NA	0.440794	NA	NA	0.293385	0.321133	0.690719	0.564888	NA	NA	NA	0.863571	NA	16.446835	NA	NA	0.980469	0.147232	0.622977	NA	NA	NA	NA	0.134222	NA	NA	NA
hsa-miR-101-5p|MIMAT0004513	13.216995	2.674247	3.618172	5.375749	4.702986	8.064	4.615652	6.327921	20.488974	8.766389	9.846139	8.341936	2.887859	4.130759	8.645643	0.754167	18.042861	2.456912	29.799424	10.417885	9.651639	13.691464	8.777882	12.562641	3.975119	11.093263	13.006722	21.837014	8.288628	11.015313	15.906287	12.098793	7.376758	7.484278	10.563751	3.059877	14.729402	24.452198	NA	3.533556	2.491908	1.090896	4.037508	2.548507	1.976335	8.590237	7.561013	12.456394	10.360113
hsa-miR-101-3p|MIMAT0000099	24194.785121	3382.291965	6981.644146	10652.997082	10260.94109	15385.973755	11526.465847	11457.664144	21229.923938	10593.937457	19806.337974	14230.647578	7722.138335	4698.599263	10247.555602	5456.772301	19888.495123	6632.846798	35889.979926	19899.053669	25457.898942	25910.743507	10650.499748	22702.017206	15119.325906	16188.897629	20607.243746	16683.156828	13070.473359	10710.837881	26833.907704	10995.786091	9411.1391	8545.894028	17515.268904	4368.355533	10130.557071	15865.809589	2340.379636	11033.824385	1722.531081	1442.163989	10455.461082	1929.219475	3446.72887	18531.155311	22106.13128	23786.318004	28037.811074
hsa-miR-29b-1-5p|MIMAT0004514	4.124453	3.146174	2.631398	2.213544	3.243439	0.68339	4.497301	2.75127	8.780989	2.922131	4.091902	6.951612	4.125513	5.232294	6.793005	NA	7.517859	5.732798	3.277935	11.6085	2.582833	0.988043	0.531992	6.171122	2.706464	16.831158	3.129439	5.459254	7.597909	5.366435	2.715708	3.780872	0.962187	7.196422	5.424628	17.976773	70.37382	8.558271	NA	0.441696	5.606793	6.545374	0.672918	5.946515	24.704191	0.671111	2.457328	1.937662	4.344562
hsa-miR-29b-3p|MIMAT0000100	943.187176	416.081217	413.56788	336.4587	186.335525	264.745195	433.516209	857.295749	355.002863	368.188336	231.19244	513.029058	144.393007	186.710253	372.997689	54.299993	280.792023	392.833124	433.432627	956.659516	534.102714	491.481225	359.627254	466.360545	472.278065	1181.241365	751.651613	382.789995	377.823231	669.109621	439.944643	340.27854	326.180984	378.531755	865.371002	854.470391	4080.59056	398.570854	58.82814	97.467266	273.486853	279.269277	314.925555	255.70016	298.42664	430.585645	544.392874	540.469166	700.143201
hsa-miR-29b-2-5p|MIMAT0004515	72.084174	28.472855	64.79815	46.800646	24.325787	35.809625	54.559371	113.352326	28.43368	41.396836	39.256681	119.567746	33.829218	26.712235	104.365247	11.312498	13.156253	35.215754	45.59312	30.06304	41.869087	20.748918	45.751395	37.687925	64.701418	107.489906	22.884006	55.877065	91.174894	60.725442	59.745569	41.085483	52.278761	145.943421	95.644765	16.064352	168.024314	60.722962	24.511726	12.956374	152.629338	172.361506	45.085498	165.652925	89.92326	41.072071	38.750188	13.840439	20.720227
hsa-miR-103a-2-5p|MIMAT0009196	1.781014	1.573087	2.192831	1.422992	0.81086	NA	1.538551	3.576651	3.345139	0.730533	1.022976	NA	1.237653	0.550768	NA	0.754167	3.75893	0.545981	2.830945	2.678885	0.951571	0.705745	0.265996	0.220397	1.69154	NA	1.760308	0.321133	1.381438	2.541995	0.775916	11.09056	0.962186	1.439284	0.285507	3.824846	6.000867	0.407537	1.960938	0.294464	2.491908	1.090896	NA	4.247511	0.988168	1.073779	1.323177	3.183301	4.344564
hsa-miR-103a-3p|MIMAT0000101	24570.4852	19705.574954	47717.202901	28503.648947	23973.711286	38595.666845	25023.933337	26508.48698	9228.401901	12396.160906	10569.893198	22429.380299	7151.992206	11973.965212	6082.208939	7683.826219	16382.917623	7350.26547	16687.081751	14422.520254	16079.903615	14398.480331	10029.929919	6574.229122	53803.246622	10566.907873	19118.218585	11346.255066	11747.746704	16056.37129	22239.318248	51334.925331	37555.714569	20005.187181	15741.415385	13922.053488	14449.000247	13573.415898	66752.294297	36159.324526	22848.923127	17860.142823	55238.480405	24832.648064	39704.57739	25914.195875	18253.228505	22358.26144	22771.865271
hsa-miR-105-5p|MIMAT0000102	23.246914	60.09188	NA	NA	0.324344	NA	0.35505	0.825381	NA	NA	NA	NA	NA	0.275384	NA	NA	0.375893	1.091961	NA	340.516018	0.543755	NA	0.265996	0.220397	3.552234	NA	NA	0.963398	NA	0.564888	NA	NA	NA	0.575714	NA	44.750693	0.545533	NA	NA	NA	NA	NA	NA	NA	3.952672	0.134222	NA	14.25565	9.357521
hsa-miR-105-3p|MIMAT0004516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.297654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-106a-5p|MIMAT0000103	41.900684	30.045941	8.661681	7.589293	9.081627	7.653966	11.716655	1.650762	39.305381	11.445009	15.472503	9.037097	18.977365	17.349184	2.470184	3.770832	71.795552	7.643729	4.469913	15.478003	8.292255	8.751244	19.949732	22.480517	4.313427	29.454528	20.830317	11.23964	18.649411	31.068831	8.923038	18.148189	7.697486	7.772136	7.423178	39.395906	28.913273	5.297977	NA	15.753774	35.509683	16.363435	1.345836	21.237553	5.929006	7.516455	4.914658	15.916505	37.095889
hsa-miR-106a-3p|MIMAT0004517	0.468689	0.786544	0.219284	NA	0.162172	NA	0.2367	NA	0.836285	NA	0.127872	NA	0.412551	NA	NA	NA	0.375893	NA	NA	NA	0.135939	NA	NA	0.440794	NA	NA	0.293385	NA	1.381438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.147232	NA	NA	0.336459	NA	NA	NA	NA	NA	NA
hsa-miR-107|MIMAT0000104	100.955336	56.316476	144.726831	74.311838	45.083791	66.698841	51.363919	96.294452	60.212498	71.835687	39.000937	77.162908	28.46605	35.7999	24.701833	25.264581	58.639299	30.57492	81.20343	75.901736	84.689741	63.799401	46.283386	36.58594	171.014728	63.499374	111.095008	31.792122	42.824571	49.427686	68.28065	212.98916	70.560292	56.132085	59.099901	45.515658	52.916746	18.339151	46.082045	36.366185	76.626159	59.999259	74.693881	78.1542	121.544625	117.44465	74.286945	150.445579	126.326553
hsa-miR-16-2-3p|MIMAT0004518	10.217394	8.809282	5.372437	3.952756	4.378642	6.150509	4.260601	31.364478	8.780988	4.870217	1.918079	3.475806	13.201646	6.333829	3.705276	1.508333	9.397324	3.275884	9.83381	10.417886	4.757853	8.327798	6.383914	6.391518	5.920391	5.355368	10.072876	4.495856	5.525751	15.534415	4.655498	11.594675	7.376759	4.317854	4.853617	15.299382	78.556821	1.630147	0.980469	3.386327	6.852746	6.545375	3.701049	5.946515	6.917174	4.966229	7.371987	6.228197	10.694311
hsa-miR-192-5p|MIMAT0000222	657.662614	1418.766159	244.719911	377.093044	157.306752	222.101674	392.330395	148.568582	1262.371787	160.47362	426.708609	1117.819419	363.45784	579.958389	92.631878	98.41874	1859.542343	468.178468	945.08875	494.70072	532.607384	579.981724	695.846833	536.226474	1115.317123	615.484897	451.225674	209.057288	281.122586	494.276838	253.724688	397.243693	119.311035	353.776065	108.207065	642.573971	353.505705	241.66924	106.871127	191.10651	234.862286	658.900945	158.808612	658.364199	298.426639	392.332246	411.886139	421.995006	3219.321946
hsa-miR-192-3p|MIMAT0004543	2.062227	4.090025	0.877133	0.474331	0.324344	0.410034	0.9468	0.825381	2.090711	NA	1.790207	NA	NA	0.275384	NA	NA	1.879465	1.637942	1.340974	0.892962	1.087509	0.705745	0.797989	1.101986	2.368156	0.765052	0.78236	0.963398	NA	1.129776	0.775916	1.764407	0.320729	1.439284	NA	2.677392	0.545533	0.407537	0.980469	1.619547	0.622977	1.090896	1.682295	2.548507	NA	1.476446	2.268304	0.830426	8.689127
hsa-miR-196a-5p|MIMAT0000226	1013.302859	620.897	17.981213	63.718447	263.691526	24.05532	2135.389846	1886.821004	1577.651127	635.076174	3072.63445	290.577436	16.502059	112.081228	9.263189	127.077069	934.09394	570.003874	39.931229	367.900176	2398.092623	2179.483523	417.082505	1102.426969	1114.048471	3669.957794	705.883596	140.977187	401.998388	888.568536	3060.602567	2929.924295	68.315191	152.564128	35.973853	170.205606	88.376427	278.755074	19.60938	659.302736	817.968647	75.271796	1512.719327	11.043528	161.071332	764.128456	24.95134	57.853038	20.051833
hsa-miR-197-3p|MIMAT0000227	614.543345	246.659867	230.137587	209.654245	221.202487	151.849206	169.240563	367.019425	509.715536	134.174454	136.055727	317.688727	335.40434	131.908865	336.562483	31.674996	2651.172863	459.442776	179.392535	213.120166	111.061825	113.34274	288.3402	228.992726	407.7458	177.874751	294.753833	454.723684	171.298284	299.390544	742.940031	276.507824	149.459526	509.218761	191.860545	453.626625	486.615879	184.614106	373.55871	87.897217	1226.018507	822.535285	399.040285	1400.829113	3291.586543	98.519284	153.677572	690.776343	777.008566
